image_id,captions
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/200771289_31902164a7.jpg,A man in a white hat is standing in front of a two black building asking to one camera .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/460935487_75b2da7854.jpg,The dog is in the red collar .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/241345811_46b5f157d4.jpg,A football player has the number 25 .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2612488996_9450de0e54.jpg,A man and a woman are near a fire .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/244571201_0339d8e8d1.jpg,A dog plays in the muddy water at the beach .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/509123893_07b8ea82a9.jpg,A girl in a white shirt stands in front of a girl in a skirt .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3494394662_3edfd4a34c.jpg,A smiling young couple are smiling and smile to the camera .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3185371756_ff4e9fa8a6.jpg,A woman wearing a blue helmet and a blue helmet is holding a rope in his hand and holding a rope in his hand .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3670907052_c827593564.jpg,A fallen dirt biker is aided by another with his bike .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3179336562_c3d0c0a3bd.jpg,a snowboarder in a white and black helmet jumping through a jump .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/872622575_ba1d3632cc.jpg,A person is rock climbing from a cliff into the ocean .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3263497678_8bb688ca01.jpg,Two young girls run on a track outside .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3310067561_b92017acab.jpg,A big brown dog is digging a white guitar on some grass .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/1461667284_041c8a2475.jpg,The man is standing is of a fire .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3589367895_5d3729e3ea.jpg,The two people are riding a fire in the back of a red tent .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3187492926_8aa85f80c6.jpg,A surfer is diving into the air on a white surfboard .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2358561039_e215a8d6cd.jpg,A man wearing a red coat walks the sled by a man in white and orange .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2607462776_78e639d891.jpg,A dog swimming in a pond .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/416106657_cab2a107a5.jpg,A white dog holds a stick in its mouth while running .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2839038702_e168128665.jpg,A dog is walking through a grassy field that is surrounded by trees .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/544576742_283b65fa0d.jpg,A boy in a red shirt climbing a cliff in a park .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/436009777_440c7679a1.jpg,A man walks down the street next to a large body of red sky .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/670609997_5c7fdb3f0b.jpg,a dog with a Frisbee in its mouth jumping .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/1119015538_e8e796281e.jpg,The white and brown dog is running on the grass .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3425851292_de92a072ee.jpg,A man with a tennis ball .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2196107384_361d73a170.jpg,The two dogs with clothing are playing cricket .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3727752439_907795603b.jpg,The man is dancing outside .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3197917064_e679a44b8e.jpg,A dog runs through the snow .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/189721896_1ffe76d89e.jpg,A woman is climbing a cliff high in the air .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/771048251_602e5e8f45.jpg,A dog licks the peanut butter from the trees .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/180094434_b0f244832d.jpg,The children are playing a game with a large blue water fountain .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3393343330_b13df4d8ec.jpg,A skinny brown man is standing in front of a group of dogs holding a small stick .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2224450291_4c133fabe8.jpg,A young asian woman runs on a field of green grass and a woman in a park .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/525863257_053333e612.jpg,A black dog is walking through the water .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3145967309_b33abe4d84.jpg,There are two women in front of a smiling stand and one has a bandanna .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3716244806_97d5a1fb61.jpg,A group of young people are walking on a mountain .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/348380010_33bb0599ef.jpg,a dog bites at the ball .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3294209955_a1f1e2cc19.jpg,A white dog with brown spots and brown markings is walking towards the camera .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3220161734_77f42734b9.jpg,A man in a blue jacket is running on a concrete road near a stone wall .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2525270674_4ab536e7ec.jpg,A brown and white dog is jumping in a dog and playing with a toy .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3429956016_3c7e3096c2.jpg,A person rock climbing .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3047264346_e24601bfbf.jpg,A woman in a red and white hat and orange hat stands on a snowy day .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2603792708_18a97bac97.jpg,The two people walk on the snow at the beach .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2933912528_52b05f84a1.jpg,Two big dogs of the water look at the two black dog that is walking on the sand .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/1679617928_a73c1769be.jpg,a couple of dogs jumping over a log
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3585598356_8ce815bbb9.jpg,The women are posing for a picture that is wearing a pink dress .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/506367606_7cca2bba9b.jpg,A dog has a white toy while playing the guitar .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3655964639_21e76383d0.jpg,A group of police men are walking down a dirt sidewalk .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2419221084_01a14176b4.jpg,The white and brown dog is running in the sand .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2473689180_e9d8fd656a.jpg,Two boys parachutes toward a red parachute .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/400851260_5911898657.jpg,A man in blue coat is laying on a snow covered mountain .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3424424006_98f9d1921c.jpg,A girl in a pink and white flowered dress and jeans is laying on a bridge in front of a body of water .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2950905787_f2017d3e49.jpg,"A woman in blue and white is walking on a mountain , looking at the camera and mountains and waits ."
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3364151356_eecd07a23e.jpg,A brown dog is running through the woods with a stick in his mouth .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3578841731_f775cab089.jpg,A young girl is driving a go four wheeler in the snow .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/533483374_86c5d4c13e.jpg,The white dog is playing in the water .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2460797929_66446c13db.jpg,A group of children in a canoe paddle along a canal .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/494792770_2c5f767ac0.jpg,The dog has his tongue hanging out of the woods .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2831217847_555b2f95ca.jpg,Children in a line on a small blue and white boat .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2631300484_be8621d17b.jpg,A brown and white dog with a red and green flag is running with four other cars .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3688858505_e8afd1475d.jpg,A little girl with a pink top is posing with her arms stretched on her head .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3348385580_10b53391f9.jpg,The snowboarder is in midair .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2148916767_644ea6a7fa.jpg,"Dog running in snow , running through snow ."
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3584561689_b6eb24dd70.jpg,A Miami basketball player dribbles the ball during a game .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3245460937_2710a82709.jpg,"Female tennis player on grass , holding a tennis racket ."
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2587818583_4aa8e7b174.jpg,Two children playing on a balance floor .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2410320522_d967f0b75c.jpg,Two dogs in the middle of a field .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2610447973_89227ff978.jpg,A man is driving a bike in the dirt on a dirt road in the woods .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/452419961_6d42ab7000.jpg,A young boy with his eyes closed jumping into a grey and yellow hoop .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/1432179046_8e3d75cf81.jpg,A group of people is running on a slightly snowy raceway .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/1467533293_a2656cc000.jpg,A child playing on a playground .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2083434441_a93bc6306b.jpg,The old man is riding a red coat .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/56489627_e1de43de34.jpg,A group of climbers rest on a summit that overlooks another mountain range .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2652522323_9218afd8c2.jpg,A young boy is kicking a soccer ball in a soccer game .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/757046028_ff5999f91b.jpg,A person with a red and white uniform is running down the street with a crowd in the background .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/1547883892_e29b3db42e.jpg,A girl in a red shirt and a ponytail is sitting on a park bench with a skateboard .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/468102269_135938e209.jpg,Young man in a blue hat and scarf running past a large brown and brown dog .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/405615014_03be7ef618.jpg,A man and woman walk together .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2229179070_dc8ea8582e.jpg,A girl is playing near a grassy and blue building .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3384314832_dffc944152.jpg,A dog jumping over a red and white bar on a red plank .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2064790732_219e52e19c.jpg,A woman is holding a green balloon across the ice .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3549583146_3e8bb2f7e9.jpg,A young boy riding a bike down a dirt path at the playground .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2870875612_2cbb9e4a3c.jpg,A white dog is running through the water on a rocky day .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3187395715_f2940c2b72.jpg,A skateboarder is jumping in the air on a wooden beam .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3061481868_d1e00b1f2e.jpg,Racing race on a track .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3545586120_283d728a97.jpg,A play in a crowd .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3301859683_2d5e4b40a3.jpg,A woman in a red jacket and a jean jacket is skiing down a hill on a ski slope .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2621415349_ef1a7e73be.jpg,A person wearing a red hooded sweatshirt and a red bandanna is looking at the camera .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3532205154_5674b628ea.jpg,A couple stands and smile at the camera .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3079787482_0757e9d167.jpg,A toddler is laying in the snow .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3123351642_3794f2f601.jpg,A skier is descending the high waves whilst in the air whilst flying throught a ski and a yellow sky behind him .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/160792599_6a7ec52516.jpg,a kid is attempting to jump from a beach on a lease
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3364026240_645d533fda.jpg,The skier is wearing a red jacket and jumping over a snow covered hill .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3116769029_f5a76f04ba.jpg,A girl poses for a picture in a park .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/1472882567_33dc14c8b6.jpg,A man in a red coat skiing down a snow covered road .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2484190118_e89363c465.jpg,three people holding hands walking on sidewalk .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/143688283_a96ded20f1.jpg,A young boy is standing by a tree .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2216695423_1362cb25f3.jpg,Two dogs in the grass
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2384353160_f395e9a54b.jpg,A man in a striped jacket and a jean jacket is smiling while a man in a blue shirt looks on .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2797149878_bb8e27ecf9.jpg,A child is holding a rope across the grass .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3523874798_9ba2fa46e3.jpg,A little boy is wearing a blue jacket and blue helmet and holding a large stick .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/106490881_5a2dd9b7bd.jpg,A boy smiles in a body of water .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2239938351_43c73c887c.jpg,There is a large dog in the middle of a line of grass with one of they behind them .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3333921867_6cc7d7c73d.jpg,The dog is running through the water .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/1682079482_9a72fa57fa.jpg,A small girl in blue and pink swings in a park .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2594042571_2e4666507e.jpg,The man is wearing a blue t-shirt and holding a dog and a dog .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/326456451_effadbbe49.jpg,a dog running in the snow .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3558370311_5734a15890.jpg,A person is attempting to a motorcycle high in the air against a skyline .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3741827382_71e93298d0.jpg,A woman is wearing a blue and black wetsuit and goggles on a snow and holding onto a huge stick .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2549968784_39bfbe44f9.jpg,A swimmer wearing swim gear surfaces for air .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/476233374_e1396998ef.jpg,A girl in a red jacket is walking over the shoreline on a river .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3323988406_e3c8fce690.jpg,A man in a white shirt and white jeans is sitting on a ramp with a tennis racket behind him .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3186073578_6e115f45f5.jpg,A young couple holding a young girl in a game of a game of black .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2877503811_4e311253ec.jpg,Four boys fighting on a field of purple team .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3238951136_2a99f1a1a8.jpg,A child is jumping from a high rock into the water .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3030294889_78b2ccbe51.jpg,a black and white dog is diving into the water .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3139160252_75109e9e05.jpg,A woman in a pink dress gazes into a crowd of trees .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3568197730_a071d7595b.jpg,A man in a red helmet is jumping off a tire while jumping off a wooden scooter .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3115174046_9e96b9ce47.jpg,A person is riding a bike up a small rock .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/136886677_6026c622eb.jpg,Two people wearing life jackets are in a rowboat .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2247889670_413db8094b.jpg,A dog runs at the beach at the beach .
